ZIP,BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
4605,SM,8.470523726798456,20030331,271862,379339,MAINE,32132.0,UNION TRUST CO,ELLSWORTH,66 MAIN ST.,,9,19070101,347207,9_20030331
2110,SM,7.566985987221894,20030331,13174505,71786693,MASSACHUSETTS,5432089.0,STATE STREET BANK&TRUST CO,BOSTON,225 FRANKLIN ST.,99991231.0,14,17920101,66354604,14_20030331
36830,SM,7.4678448350643105,20030331,408523,507228,ALABAMA,37879.0,AUBURNBANK,AUBURN,100 N. GAY ST.,99991231.0,35,19070103,469349,35_20030331
36732,NM,10.862672960010647,20030331,168583,210381,ALABAMA,22853.0,ROBERTSON BANKING CO,DEMOPOLIS,216 N. WALNUT AVE.,99991231.0,39,18700101,187528,39_20030331
36867,NM,14.176413925966699,20030331,84016,109005,ALABAMA,15453.0,PHENIX-GIRARD BANK,PHENIX CITY,8TH AVE. &13TH ST.,99991231.0,41,19040504,93552,41_20030331
35077,NM,7.908986696431265,20030331,121098,132596,ALABAMA,10487.0,MERCHANTS BANK,HANCEVILLE,"201 COMMERCIAL ST, S.E.",20220105.0,46,19070101,122109,46_20030331
35565,NM,11.660830476564273,20030331,265258,326126,ALABAMA,38029.0,TRADERS&FARMERS BANK,HALEYVILLE,20TH ST.,20200701.0,47,19060106,288097,47_20030331
36401,NM,7.446726374305126,20030331,23771,25904,ALABAMA,1929.0,BANK OF EVERGREEN,EVERGREEN,146 W. FRONT ST.,99991231.0,49,19320901,23975,49_20030331
35582,NM,8.31383907021648,20030331,64063,80793,ALABAMA,6717.0,COMMUNITY SPIRIT BANK,RED BAY,200 4TH AVE. SW,99991231.0,50,19080317,74076,50_20030331
35592,NM,9.042789129727652,20030331,83160,101451,ALABAMA,9174.0,BANK OF VERNON,VERNON,44825 HWY. 17,99991231.0,51,19111111,92277,51_20030331
35594,NM,17.293458691738348,20030331,93580,149970,ALABAMA,25935.0,CITIZENS BANK OF WINFIELD,WINFIELD,108-110 E. 1ST AVE.,99991231.0,52,19200522,124035,52_20030331
36319,NM,7.527719508540605,20030331,153354,166850,ALABAMA,12560.0,PEOPLES COMMUNITY BANK,COLUMBIA,109 E. CHURCH ST.,20050413.0,53,19121021,154290,53_20030331
35952,NM,10.995961377773652,20030331,140396,172336,ALABAMA,18950.0,EXCHANGE BANK OF ALABAMA,ALTOONA,SIXTH &BLOUNT ST.,99991231.0,54,19090310,153386,54_20030331
35031,NM,9.486448691010278,20030331,461989,563488,ALABAMA,53455.0,COMMUNITY BANK,BLOUNTSVILLE,MAIN &LIBERTY ST.,20061107.0,57,19230723,510033,57_20030331
36502,NM,10.112510495382033,20030331,192262,238200,ALABAMA,24088.0,UNITED BANK,ATMORE,200 E. NASHVILLE AVE.,99991231.0,58,19040104,214112,58_20030331
36340,NM,14.658347933848981,20030331,99338,117005,ALABAMA,17151.0,CITIZENS BANK,GENEVA,515 COMMERCE ST.,20130101.0,59,19010101,99854,59_20030331
36426,NM,13.20977786658674,20030331,102903,120108,ALABAMA,15866.0,BANKTRUST OF BREWTON,BREWTON,227 BELLEVILLE AVE.,20031101.0,60,19120205,104242,60_20030331
36750,NM,15.396158999553371,20030331,46760,55975,ALABAMA,8618.0,PEACHTREE BANK,MAPLESVILLE,MAIN ST.,20140228.0,68,19190919,47357,68_20030331
36425,NM,7.907750207868365,20030331,62839,68553,ALABAMA,5421.0,PEOPLES EXC BK MONROE CNTY,BEATRICE,SOUTH MOORE &MAIN ST.,99991231.0,70,19070823,63132,70_20030331
35040,SM,13.288081285045743,20030331,100312,118595,ALABAMA,15759.0,CENTRAL STATE BANK,CALERA,HIGHWAY 25,99991231.0,72,19160205,102836,72_20030331
36303,NM,12.147862114836558,20030331,137748,216499,ALABAMA,26300.0,BANKSOUTH,DOTHAN,3251 ROSS CLARK CIRCLE,99991231.0,77,19280101,190199,77_20030331
71671,SM,14.150212930700738,20030331,100696,123984,ARKANSAS,17544.0,WARREN BANK&TRUST CO,WARREN,201 S. MAIN ST.,99991231.0,81,19011231,106440,81_20030331
72742,NM,9.138197666244904,20030331,25777,28452,ARKANSAS,2600.0,MADISON BANK&TRUST,KINGSTON,101 PUBLIC SQ.,20030930.0,85,19110407,25852,85_20030331
72365,NM,12.410230565704925,20030331,27620,31748,ARKANSAS,3940.0,MARKED TREE BANK,MARKED TREE,210 FRISCO ST.,20030430.0,86,19320310,27808,86_20030331
71744,NM,10.61965311906805,20030331,33422,38457,ARKANSAS,4084.0,CALHOUN COUNTY BANK,HAMPTON,200 MAIN ST.,99991231.0,88,19071008,34373,88_20030331
71701,NM,10.134033284932425,20030331,75689,89530,ARKANSAS,9073.0,FIRST BANK OF SOUTH ARKANSAS,CAMDEN,1325 HWY. 4,99991231.0,89,19330818,80457,89_20030331
71655,NM,9.345323411412826,20030331,137177,152793,ARKANSAS,14279.0,COMMERCIAL BANK&TRUST CO,MONTICELLO,212 W. GAINES ST.,99991231.0,90,19130101,138514,90_20030331
72947,SM,10.443244249930162,20030331,94325,107390,ARKANSAS,11215.0,ALLIED BANK,MULBERRY,311 MAIN ST.,20160923.0,91,19020304,96175,91_20030331
71661,NM,8.263123587428648,20030331,138617,164151,ARKANSAS,13564.0,DELTA TRUST&BANK,PARKDALE,1853 HWY. 165 S.,20141025.0,92,19100201,150587,92_20030331
71763,NM,7.272869715091532,20030331,33401,38293,ARKANSAS,2785.0,RIVERSIDE BANK,SPARKMAN,COMMERCE &MAIN ST.,99991231.0,93,19160101,35508,93_20030331
71671,NM,11.051812777531655,20030331,85773,97061,ARKANSAS,10727.0,FIRST STATE BANK OF WARREN,WARREN,MAIN ST.,99991231.0,94,18900101,86334,94_20030331
71940,NM,16.489306207616067,20030331,63821,76680,ARKANSAS,12644.0,BANK OF DELIGHT,DELIGHT,SECOND &ANTIOCH ST.,99991231.0,99,19110616,64036,99_20030331
71857,NM,11.824787395540097,20030331,59309,67849,ARKANSAS,8023.0,BANK OF PRESCOTT,PRESCOTT,EAST 2ND &MAIN ST.,20191109.0,101,19040810,59826,101_20030331
72521,NM,7.834498906312579,20030331,85033,97377,ARKANSAS,7629.0,BANK OF CAVE CITY,CAVE CITY,MAIN ST.,99991231.0,105,19060701,89748,105_20030331
72029,NM,11.90971094511205,20030331,26836,30790,ARKANSAS,3667.0,MERCHANTS&PLANTERS BANK,CLARENDON,297 MADISON ST.,99991231.0,107,18900101,27123,107_20030331
72703,NM,10.543845856844476,20030331,171458,214969,ARKANSAS,22666.0,COMMUNITY BANK OF NORTH AR,FAYETTEVILLE,1685 E. JOYCE BLVD.,20081124.0,108,19120601,192303,108_20030331
71842,NM,10.138892891104517,20030331,62131,69406,ARKANSAS,7037.0,HORATIO STATE BANK,HORATIO,PRIDE &MAIN,99991231.0,109,19050505,62369,109_20030331
72211,NM,8.279540023510236,20030331,866963,1087186,ARKANSAS,90014.0,BANK OF THE OZARKS,LITTLE ROCK,12615 CHENAL PKWY.,99991231.0,110,19030303,997172,110_20030331
