ZIP,BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
2110,SM,5.9586310804177405,19971231,10115205,37449709,MASSACHUSETTS,2231490.0,STATE STREET BANK&TRUST CO,BOSTON,225 FRANKLIN ST.,99991231,14,17920101,35218219,14_19971231
1970,NM,57.273259215915736,19971231,100,8545,MASSACHUSETTS,4894.0,EASTERN BANK&TRUST CO,SALEM,217 ESSEX ST.,20021122,28,18030101,3651,28_19971231
36830,SM,8.908481425357028,19971231,224459,261324,ALABAMA,23280.0,AUBURNBANK,AUBURN,100 N. GAY ST.,99991231,35,19070103,238044,35_19971231
36732,NM,10.146216955332726,19971231,116076,137125,ALABAMA,13913.0,ROBERTSON BANKING CO,DEMOPOLIS,216 N. WALNUT AVE.,99991231,39,18700101,123212,39_19971231
36867,NM,12.995405264706546,19971231,76441,88362,ALABAMA,11483.0,PHENIX-GIRARD BANK,PHENIX CITY,8TH AVE. &13TH ST.,99991231,41,19040504,76879,41_19971231
35546,NM,15.096570752857705,19971231,10702,12685,ALABAMA,1915.0,BANK OF BERRY,BERRY,DEPOT ST.,20020401,43,19110101,10770,43_19971231
35768,NM,12.34797840963652,19971231,156656,189529,ALABAMA,23403.0,JACOBS BANK,SCOTTSBORO,510 E. LAUREL ST.,19991105,45,19090101,166126,45_19971231
35077,NM,6.5647278944482075,19971231,84714,92997,ALABAMA,6105.0,MERCHANTS BANK,HANCEVILLE,"201 COMMERCIAL ST, S.E.",20220105,46,19070101,86892,46_19971231
35565,NM,10.716815665230108,19971231,223127,252687,ALABAMA,27080.0,TRADERS&FARMERS BANK,HALEYVILLE,20TH ST.,20200701,47,19060106,225607,47_19971231
36401,NM,10.425764192139738,19971231,11327,12824,ALABAMA,1337.0,BANK OF EVERGREEN,EVERGREEN,146 W. FRONT ST.,99991231,49,19320901,11487,49_19971231
35582,NM,9.27281809748091,19971231,59859,70065,ALABAMA,6497.0,COMMUNITY SPIRIT BANK,RED BAY,MAIN ST.,99991231,50,19080317,63568,50_19971231
35592,NM,10.891921609210272,19971231,54713,61844,ALABAMA,6736.0,BANK OF VERNON,VERNON,44825 HWY. 17,99991231,51,19111111,55108,51_19971231
35594,NM,16.756115030268543,19971231,77116,101921,ALABAMA,17078.0,CITIZENS BANK OF WINFIELD,WINFIELD,108-110 E. 1ST AVE.,99991231,52,19200522,84843,52_19971231
36319,NM,6.812716654695357,19971231,118113,128084,ALABAMA,8726.0,PEOPLES COMMUNITY BANK,COLUMBIA,109 E. CHURCH ST.,20050413,53,19121021,119358,53_19971231
35952,NM,10.245742954352608,19971231,101311,121387,ALABAMA,12437.0,EXCHANGE BANK OF ALABAMA,ALTOONA,SIXTH &BLOUNT ST.,99991231,54,19090310,108950,54_19971231
35031,NM,8.28592149211959,19971231,441381,489505,ALABAMA,40560.0,COMMUNITY BANK,BLOUNTSVILLE,MAIN &COLLEGE ST.,20061107,57,19230723,448945,57_19971231
36502,NM,8.670152500166617,19971231,135429,165049,ALABAMA,14310.0,UNITED BANK,ATMORE,200 E. NASHVILLE AVE.,99991231,58,19040104,150739,58_19971231
36340,NM,13.913501604482972,19971231,71271,83516,ALABAMA,11620.0,CITIZENS BANK,GENEVA,515 COMMERCE ST.,20130101,59,19010101,71896,59_19971231
