ZIP,BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
2111,SM,8.427474300928745,20220331,171837000,318494000,MASSACHUSETTS,26841000.0,STATE STREET BANK&TRUST CO,BOSTON,1 LINCOLN ST,99991231,14,17920101,291653000,14_20220331
36830,SM,7.553638316251909,20220331,1019926,1109002,ALABAMA,83770.0,AUBURNBANK,AUBURN,132 N GAY ST,99991231,35,19070103,1025232,35_20220331
36732,NM,7.903182545481452,20220331,396975,432484,ALABAMA,34180.0,ROBERTSON BANKING CO,DEMOPOLIS,216 N. WALNUT AVE.,99991231,39,18700101,398304,39_20220331
36867,NM,6.850418802131319,20220331,258065,285457,ALABAMA,19555.0,PHENIX-GIRARD BANK,PHENIX CITY,801 13TH ST.,99991231,41,19040504,265902,41_20220331
36401,NM,9.515671013883045,20220331,68650,76064,ALABAMA,7238.0,BANK OF EVERGREEN,EVERGREEN,146 W. FRONT ST.,99991231,49,19320901,68826,49_20220331
35582,NM,8.07866801255671,20220331,162671,180302,ALABAMA,14566.0,COMMUNITY SPIRIT BANK,RED BAY,200 4TH AVE. SW,99991231,50,19080317,165736,50_20220331
35592,NM,11.437720326590805,20220331,212878,241403,ALABAMA,27611.0,BANK OF VERNON,VERNON,44825 HWY. 17,99991231,51,19111111,213792,51_20220331
35594,NM,15.153549253230409,20220331,197761,297950,ALABAMA,45150.0,CITIZENS BANK OF WINFIELD,WINFIELD,236 BANKHEAD HWY.,99991231,52,19200522,252800,52_20220331
35952,NM,10.670891097432502,20220331,334937,380643,ALABAMA,40618.0,EXCHANGE BANK OF ALABAMA,ALTOONA,7170 6TH AVE,99991231,54,19090310,340025,54_20220331
36502,NM,8.12182358565662,20220331,954357,1061535,ALABAMA,86216.0,UNITED BANK,ATMORE,200 E. NASHVILLE AVE.,99991231,58,19040104,975319,58_20220331
36460,NM,11.45395390108381,20220331,83646,94666,ALABAMA,10843.0,PEOPLES EXCHANGE BANK,MONROEVILLE,2013 HWY. 21 BYPASS,99991231,70,19070823,83823,70_20220331
35040,SM,9.074233989888892,20220331,436572,485209,ALABAMA,44029.0,CENTRAL STATE BANK,CALERA,11025 HWY. 25,99991231,72,19160205,441180,72_20220331
36303,NM,17.125435380803935,20220331,181042,218774,ALABAMA,37466.0,BANKSOUTH,DOTHAN,3251 ROSS CLARK CIRCLE,99991231,77,19280101,181308,77_20220331
71671,SM,12.338450143032285,20220331,134036,156608,ARKANSAS,19323.0,WARREN BANK&TRUST CO,WARREN,201 S. MAIN ST.,99991231,81,19011231,137285,81_20220331
72758,NM,10.996379150795189,20220331,590289,743472,ARKANSAS,81755.0,GENERATIONS BANK,ROGERS,3710 W SOUTHERN HILLS BLVD,99991231,88,19071008,661717,88_20220331
72703,NM,9.71689673158522,20220331,777980,895327,ARKANSAS,86998.0,SIGNATURE BANK OF ARKANSAS,FAYETTEVILLE,"3878 N. CROSSOVER RD, # 20",99991231,89,19330818,808329,89_20220331
71655,SM,6.5652934925298485,20220331,238936,255952,ARKANSAS,16804.0,COMMERCIAL BANK&TRUST CO,MONTICELLO,212 W. GAINES ST.,99991231,90,19130101,239148,90_20220331
71763,NM,8.856527113111273,20220331,54291,63106,ARKANSAS,5589.0,RIVERSIDE BANK,SPARKMAN,103 W MAIN ST,99991231,93,19160101,57517,93_20220331
71671,SM,8.157400337997238,20220331,106964,116569,ARKANSAS,9509.0,FIRST STATE BANK OF WARREN,WARREN,104 S MAIN ST.,99991231,94,18900101,107060,94_20220331
71940,NM,12.634627015205293,20220331,132141,163693,ARKANSAS,20682.0,BANK OF DELIGHT,DELIGHT,503 E ANTIOCH ST,99991231,99,19110616,143011,99_20220331
72521,SM,6.401931815360166,20220331,143294,161092,ARKANSAS,10313.0,BANK OF CAVE CITY,CAVE CITY,137 S MAIN ST.,99991231,105,19060701,150779,105_20220331
72029,NM,9.198426082068579,20220331,40316,44475,ARKANSAS,4091.0,MERCHANTS&PLANTERS BANK,CLARENDON,297 MADISON ST,99991231,107,18900101,40384,107_20220331
71842,NM,11.998637520286923,20220331,219181,249545,ARKANSAS,29942.0,HORATIO STATE BANK,HORATIO,123 W MAIN ST,99991231,109,19050505,219603,109_20220331
72223,NM,17.656782891184378,20220331,20329662,26562353,ARKANSAS,4690057.0,BANK OZK,LITTLE ROCK,18000 CANTRELL RD,99991231,110,19030303,21869184,110_20220331
34994,N,12.105907502913922,20220331,9244594,10905403,FLORIDA,1320198.0,SEACOAST NATIONAL BANK,STUART,815 COLORADO AVE,99991231,131,19330101,9585101,131_20220331
31061,NM,7.740460536501286,20220331,356057,387548,GEORGIA,29998.0,CENTURY BANK&TRUST,MILLEDGEVILLE,141 S WAYNE ST,99991231,147,18980101,357550,147_20220331
30650,NM,8.17773075905845,20220331,362315,397005,GEORGIA,32466.0,BANK OF MADISON,MADISON,133 N. MAIN ST.,99991231,148,18900101,364539,148_20220331
31539,NM,10.427146896859652,20220331,120174,134380,GEORGIA,14012.0,BANK OF HAZLEHURST,HAZLEHURST,22 S. TALLAHASSEE ST.,99991231,149,19060101,120368,149_20220331
31622,NM,6.760061716236623,20220331,226698,243696,GEORGIA,16474.0,BANK OF ALAPAHA,ALAPAHA,245 NE RAILROAD ST.,99991231,155,19050325,227222,155_20220331
31061,NM,8.590648223989811,20220331,335157,367481,GEORGIA,31569.0,EXCHANGE BANK,MILLEDGEVILLE,250 W HANCOCK ST,99991231,160,19030601,335912,160_20220331
30224,N,5.208288535339609,20220331,356296,395293,GEORGIA,20588.0,FIRST NB OF GRIFFIN,GRIFFIN,318 S HILL ST,99991231,169,19330512,374705,169_20220331
31827,NM,7.762462222996562,20220331,137222,149231,GEORGIA,11584.0,PEOPLES BANK OF GEORGIA,TALBOTTON,26 W. MONROE ST.,99991231,170,18910101,137647,170_20220331
30295,NM,7.18604377117887,20220331,2189603,2367631,GEORGIA,170139.0,UNITED BANK,ZEBULON,685 GRIFFIN ST.,99991231,172,19050131,2197492,172_20220331
