ZIP,BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
4605,SM,6.624798401750688,20050331,290464,509057,MAINE,33724.0,UNION TRUST CO,ELLSWORTH,66 MAIN ST.,,9,19070101,475333,9_20050331
2110,SM,6.937993140664826,20050331,13057556,88329260,MASSACHUSETTS,6128278.0,STATE STREET BANK&TRUST CO,BOSTON,225 FRANKLIN ST.,99991231.0,14,17920101,82200982,14_20050331
36830,SM,7.9986636716795765,20050331,444859,595662,ALABAMA,47645.0,AUBURNBANK,AUBURN,100 N. GAY ST.,99991231.0,35,19070103,548017,35_20050331
36732,NM,10.265353320661792,20050331,176876,213602,ALABAMA,21927.0,ROBERTSON BANKING CO,DEMOPOLIS,216 N. WALNUT AVE.,99991231.0,39,18700101,191675,39_20050331
36867,NM,13.703176454445664,20050331,93457,116608,ALABAMA,15979.0,PHENIX-GIRARD BANK,PHENIX CITY,8TH AVE. &13TH ST.,99991231.0,41,19040504,100629,41_20050331
35077,NM,7.501347452522114,20050331,133594,157705,ALABAMA,11830.0,MERCHANTS BANK,HANCEVILLE,"201 COMMERCIAL ST, S.E.",20220105.0,46,19070101,145875,46_20050331
35565,NM,11.746272797628608,20050331,266080,342415,ALABAMA,40221.0,TRADERS&FARMERS BANK,HALEYVILLE,20TH ST.,20200701.0,47,19060106,302194,47_20050331
36401,NM,6.394750007357053,20050331,31601,33981,ALABAMA,2173.0,BANK OF EVERGREEN,EVERGREEN,146 W. FRONT ST.,99991231.0,49,19320901,31808,49_20050331
35582,NM,9.651489067519757,20050331,59433,73771,ALABAMA,7120.0,COMMUNITY SPIRIT BANK,RED BAY,200 4TH AVE. SW,99991231.0,50,19080317,66651,50_20050331
35592,NM,8.79215007802429,20050331,95690,117912,ALABAMA,10367.0,BANK OF VERNON,VERNON,44825 HWY. 17,99991231.0,51,19111111,107545,51_20050331
35594,NM,18.602896089807082,20050331,96624,148407,ALABAMA,27608.0,CITIZENS BANK OF WINFIELD,WINFIELD,108-110 E. 1ST AVE.,99991231.0,52,19200522,120799,52_20050331
36319,NM,8.926763415457305,20050331,144256,160002,ALABAMA,14283.0,PEOPLES COMMUNITY BANK,COLUMBIA,109 E. CHURCH ST.,20050413.0,53,19121021,145719,53_20050331
35952,NM,10.861558833874739,20050331,160013,193324,ALABAMA,20998.0,EXCHANGE BANK OF ALABAMA,ALTOONA,SIXTH &BLOUNT ST.,99991231.0,54,19090310,172326,54_20050331
35031,NM,8.082055986269753,20050331,447335,540704,ALABAMA,43700.0,COMMUNITY BANK,BLOUNTSVILLE,MAIN &LIBERTY ST.,20061107.0,57,19230723,497004,57_20050331
36502,NM,8.63642773810592,20050331,250103,312004,ALABAMA,26946.0,UNITED BANK,ATMORE,200 E. NASHVILLE AVE.,99991231.0,58,19040104,285058,58_20050331
36340,NM,16.78259436294709,20050331,97775,121340,ALABAMA,20364.0,CITIZENS BANK,GENEVA,515 COMMERCE ST.,20130101.0,59,19010101,100976,59_20050331
36750,NM,15.568247661617415,20050331,50324,60405,ALABAMA,9404.0,PEACHTREE BANK,MAPLESVILLE,MAIN ST.,20140228.0,68,19190919,51001,68_20050331
36425,NM,10.137741951371673,20050331,54504,60911,ALABAMA,6175.0,PEOPLES EXC BK MONROE CNTY,BEATRICE,SOUTH MOORE &MAIN ST.,99991231.0,70,19070823,54736,70_20050331
