ZIP,BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
4605,SM,6.871149634186121,20060331,317671,536475,MAINE,36862.0,UNION TRUST CO,ELLSWORTH,66 MAIN ST.,,9,19070101,499613,9_20060331
2110,SM,6.589667573086319,20060331,13044187,91926883,MASSACHUSETTS,6057676.0,STATE STREET BANK&TRUST CO,BOSTON,225 FRANKLIN ST.,99991231.0,14,17920101,85869207,14_20060331
36830,SM,7.868956022480908,20060331,471858,626843,ALABAMA,49326.0,AUBURNBANK,AUBURN,100 N. GAY ST.,99991231.0,35,19070103,577517,35_20060331
36732,NM,10.580919622618676,20060331,179185,214849,ALABAMA,22733.0,ROBERTSON BANKING CO,DEMOPOLIS,216 N. WALNUT AVE.,99991231.0,39,18700101,192116,39_20060331
36867,NM,13.243026672263136,20060331,98826,131035,ALABAMA,17353.0,PHENIX-GIRARD BANK,PHENIX CITY,801 13TH ST.,99991231.0,41,19040504,113682,41_20060331
35077,NM,7.995345403842605,20060331,167523,195076,ALABAMA,15597.0,MERCHANTS BANK,HANCEVILLE,"201 COMMERCIAL ST, S.E.",20220105.0,46,19070101,179479,46_20060331
35565,NM,11.821891266384142,20060331,273896,355603,ALABAMA,42039.0,TRADERS&FARMERS BANK,HALEYVILLE,819 20TH ST,20200701.0,47,19060106,313564,47_20060331
36401,NM,6.642380407902785,20060331,33788,37607,ALABAMA,2498.0,BANK OF EVERGREEN,EVERGREEN,146 W. FRONT ST.,99991231.0,49,19320901,35109,49_20060331
35582,NM,8.608004534879601,20060331,68103,84677,ALABAMA,7289.0,COMMUNITY SPIRIT BANK,RED BAY,200 4TH AVE. SW,99991231.0,50,19080317,77388,50_20060331
35592,NM,11.455531155640955,20060331,117294,145720,ALABAMA,16693.0,BANK OF VERNON,VERNON,44825 HWY. 17,99991231.0,51,19111111,129027,51_20060331
35594,NM,16.16001105430427,20060331,100948,173688,ALABAMA,28068.0,CITIZENS BANK OF WINFIELD,WINFIELD,108-110 E. 1ST AVE.,99991231.0,52,19200522,145620,52_20060331
35952,NM,11.245095177068437,20060331,158724,202097,ALABAMA,22726.0,EXCHANGE BANK OF ALABAMA,ALTOONA,SIXTH &BLOUNT ST.,99991231.0,54,19090310,179371,54_20060331
35031,NM,7.910766456519005,20060331,448994,572296,ALABAMA,45273.0,COMMUNITY BANK,BLOUNTSVILLE,MAIN &LIBERTY ST.,20061107.0,57,19230723,527023,57_20060331
36502,NM,8.27891448520523,20060331,275812,354044,ALABAMA,29311.0,UNITED BANK,ATMORE,200 E. NASHVILLE AVE.,99991231.0,58,19040104,324733,58_20060331
36340,NM,17.45443162938528,20060331,102283,124593,ALABAMA,21747.0,CITIZENS BANK,GENEVA,515 COMMERCE ST.,20130101.0,59,19010101,102846,59_20060331
36750,NM,15.57530694492174,20060331,53176,64018,ALABAMA,9971.0,PEACHTREE BANK,MAPLESVILLE,9411 AL HWY. 22,20140228.0,68,19190919,54047,68_20060331
36425,NM,10.74308851349109,20060331,53591,60262,ALABAMA,6474.0,PEOPLES EXC BK MONROE CNTY,BEATRICE,1112 MAIN ST.,99991231.0,70,19070823,53788,70_20060331
35040,SM,10.750836797234875,20060331,135819,155653,ALABAMA,16734.0,CENTRAL STATE BANK,CALERA,11025 HWY 25,99991231.0,72,19160205,138919,72_20060331
36303,NM,12.792991607316011,20060331,158302,239256,ALABAMA,30608.0,BANKSOUTH,DOTHAN,3251 ROSS CLARK CIRCLE,99991231.0,77,19280101,208648,77_20060331
