ZIP,BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
2111,SM,8.476960577143004,20130630,60543425,223224537,MASSACHUSETTS,18922656.0,STATE STREET BANK&TRUST CO,BOSTON,1 LINCOLN ST. FL 1,99991231,14,17920101,204071881,14_20130630
36830,SM,9.319419568477175,20130630,667817,768256,ALABAMA,71597.0,AUBURNBANK,AUBURN,100 N. GAY ST.,99991231,35,19070103,696659,35_20130630
36732,NM,10.303625598119154,20130630,219491,253503,ALABAMA,26120.0,ROBERTSON BANKING CO,DEMOPOLIS,216 N. WALNUT AVE.,99991231,39,18700101,227383,39_20130630
36867,NM,12.747218971285362,20130630,130838,169182,ALABAMA,21566.0,PHENIX-GIRARD BANK,PHENIX CITY,801 13TH ST.,99991231,41,19040504,147616,41_20130630
35055,NM,8.955834186906126,20130630,223723,247001,ALABAMA,22121.0,MERCHANTS BANK OF ALABAMA,CULLMAN,900 2ND AVE SW,20220105,46,19070101,224880,46_20130630
35565,NM,11.66602509386489,20130630,287754,358494,ALABAMA,41822.0,TRADERS&FARMERS BANK,HALEYVILLE,819 20TH ST,20200701,47,19060106,316672,47_20130630
36401,NM,9.324358500476626,20130630,46397,51403,ALABAMA,4793.0,BANK OF EVERGREEN,EVERGREEN,146 W. FRONT ST.,99991231,49,19320901,46610,49_20130630
35582,NM,8.997710616117839,20130630,122161,138902,ALABAMA,12498.0,COMMUNITY SPIRIT BANK,RED BAY,200 4TH AVE. SW,99991231,50,19080317,126404,50_20130630
35592,NM,13.759362889939771,20130630,127216,149927,ALABAMA,20629.0,BANK OF VERNON,VERNON,44825 HWY. 17,99991231,51,19111111,129298,51_20130630
35594,NM,20.75325480471172,20130630,136879,193560,ALABAMA,40170.0,CITIZENS BANK OF WINFIELD,WINFIELD,236 BANKHEAD HWY.,99991231,52,19200522,153391,52_20130630
35952,NM,10.870937333497274,20130630,214180,243990,ALABAMA,26524.0,EXCHANGE BANK OF ALABAMA,ALTOONA,SIXTH &BLOUNT ST.,99991231,54,19090310,217466,54_20130630
36502,NM,9.828639042368824,20130630,428300,478347,ALABAMA,47015.0,UNITED BANK,ATMORE,200 E. NASHVILLE AVE.,99991231,58,19040104,431332,58_20130630
36750,NM,10.224566802212697,20130630,46571,54594,ALABAMA,5582.0,PEACHTREE BANK,MAPLESVILLE,9411 AL HWY. 22,20140228,68,19190919,49012,68_20130630
36460,NM,13.190877337168688,20130630,54744,63271,ALABAMA,8346.0,PEOPLES EXC BK MONROE CNTY,MONROEVILLE,2013 HWY. 21 BYPASS,99991231,70,19070823,54925,70_20130630
35040,SM,12.016162023727464,20130630,154514,178443,ALABAMA,21442.0,CENTRAL STATE BANK,CALERA,11025 HWY 25,99991231,72,19160205,157001,72_20130630
36303,NM,19.02653844375607,20130630,139521,173032,ALABAMA,32922.0,BANKSOUTH,DOTHAN,3251 ROSS CLARK CIRCLE,99991231,77,19280101,140110,77_20130630
71671,SM,14.346058818841156,20130630,110832,138017,ARKANSAS,19800.0,WARREN BANK&TRUST CO,WARREN,201 S. MAIN ST.,99991231,81,19011231,118217,81_20130630
71744,NM,9.446994919860707,20130630,218418,261607,ARKANSAS,24714.0,FIRST BANK,HAMPTON,302 E MAIN,99991231,88,19071008,236893,88_20130630
72703,NM,10.950566317349423,20130630,381605,491244,ARKANSAS,53794.0,SIGNATURE BANK OF ARKANSAS,FAYETTEVILLE,"3878 N. CROSSOVER RD, # 20",99991231,89,19330818,437450,89_20130630
71655,NM,8.412867316035033,20130630,157253,183255,ARKANSAS,15417.0,COMMERCIAL BANK&TRUST CO,MONTICELLO,212 W. GAINES ST.,99991231,90,19130101,167838,90_20130630
72947,SM,8.25577340879221,20130630,124585,149132,ARKANSAS,12312.0,ALLIED BANK,MULBERRY,311 MAIN ST.,20160923,91,19020304,136820,91_20130630
71661,NM,9.38653437614973,20130630,368540,421295,ARKANSAS,39545.0,DELTA TRUST&BANK,PARKDALE,1853 HWY. 165 S.,20141025,92,19100201,381750,92_20130630
71763,NM,9.298785821757233,20130630,50531,57158,ARKANSAS,5315.0,RIVERSIDE BANK,SPARKMAN,COMMERCE &MAIN ST.,99991231,93,19160101,51843,93_20130630
71671,NM,10.404525197120329,20130630,88654,99178,ARKANSAS,10319.0,FIRST STATE BANK OF WARREN,WARREN,104 S MAIN ST.,99991231,94,18900101,88859,94_20130630
71940,NM,20.19817337855514,20130630,67602,86389,ARKANSAS,17449.0,BANK OF DELIGHT,DELIGHT,503 E ANTIOCH ST,99991231,99,19110616,68940,99_20130630
71857,NM,12.76904379190026,20130630,63468,76521,ARKANSAS,9771.0,BANK OF PRESCOTT,PRESCOTT,EAST 2ND &MAIN ST.,20191109,101,19040810,66750,101_20130630
72521,SM,9.865091879747293,20130630,80481,97029,ARKANSAS,9572.0,BANK OF CAVE CITY,CAVE CITY,133 S MAIN ST.,99991231,105,19060701,87457,105_20130630
72029,NM,9.545408318926066,20130630,44382,49165,ARKANSAS,4693.0,MERCHANTS&PLANTERS BANK,CLARENDON,297 MADISON ST.,99991231,107,18900101,44471,107_20130630
71842,NM,10.653605220702586,20130630,122791,137606,ARKANSAS,14660.0,HORATIO STATE BANK,HORATIO,PRIDE &MAIN,99991231,109,19050505,122946,109_20130630
72223,NM,14.185325564544657,20130630,3001747,4039583,ARKANSAS,573028.0,BANK OF THE OZARKS,LITTLE ROCK,17901 CHENAL PKWY.,99991231,110,19030303,3463110,110_20130630
34994,N,9.540166093270157,20130630,1740674,2182027,FLORIDA,208169.0,SEACOAST NATIONAL BANK,STUART,815 COLORADO AVE.,99991231,131,19330101,1973858,131_20130630
31061,NM,9.310085851385809,20130630,198071,222361,GEORGIA,20702.0,CENTURY BANK&TRUST,MILLEDGEVILLE,141 S WAYNE ST,99991231,147,18980101,201659,147_20130630
30650,NM,12.887078902863363,20130630,168215,205772,GEORGIA,26518.0,BANK OF MADISON,MADISON,133 N. MAIN ST.,99991231,148,18900101,179254,148_20130630
31539,NM,11.283861832544622,20130630,95019,107348,GEORGIA,12113.0,BANK OF HAZLEHURST,HAZLEHURST,22 S. TALLAHASSEE ST.,99991231,149,19060101,95235,149_20130630
31622,NM,11.188254323752645,20130630,106663,120555,GEORGIA,13488.0,BANK OF ALAPAHA,ALAPAHA,245 NE RAILROAD ST.,99991231,155,19050325,107067,155_20130630
31029,NM,9.010602736264115,20130630,79006,87053,GEORGIA,7844.0,MONROE COUNTY BANK,FORSYTH,1 E. MAIN ST.,20140731,156,19081015,79210,156_20130630
31061,NM,10.244239999290258,20130630,198027,225434,GEORGIA,23094.0,EXCHANGE BANK,MILLEDGEVILLE,250 W HANCOCK ST,99991231,160,19030601,202340,160_20130630
