ZIP,BKCLASS,EQR,REPDTE,DEPDOM,ASSET,STNAME,EQ,NAME,CITY,ADDRESS,ENDEFYMD,CERT,ESTYMD,LIAB,ID
2111,SM,10.393582317876632,20100630,22044394,157474300,MASSACHUSETTS,16367221.0,STATE STREET BANK&TRUST CO,BOSTON,1 LINCOLN ST. FL 1,99991231,14,17920101,141107079,14_20100630
36830,SM,7.9576802206875366,20100630,606459,781195,ALABAMA,62165.0,AUBURNBANK,AUBURN,100 N. GAY ST.,99991231,35,19070103,719030,35_20100630
36732,NM,10.058479039748065,20100630,198661,237521,ALABAMA,23891.0,ROBERTSON BANKING CO,DEMOPOLIS,216 N. WALNUT AVE.,99991231,39,18700101,213630,39_20100630
36867,NM,17.109668602664847,20100630,105211,146350,ALABAMA,25040.0,PHENIX-GIRARD BANK,PHENIX CITY,801 13TH ST.,99991231,41,19040504,121310,41_20100630
35055,NM,7.531745356241058,20100630,217527,246729,ALABAMA,18583.0,MERCHANTS BANK OF ALABAMA,CULLMAN,"900 2ND AVE, SW",20220105,46,19070101,228146,46_20100630
35565,NM,12.425732834939996,20100630,281054,355810,ALABAMA,44212.0,TRADERS&FARMERS BANK,HALEYVILLE,819 20TH ST,20200701,47,19060106,311598,47_20100630
36401,NM,7.227219397731717,20100630,45697,51140,ALABAMA,3696.0,BANK OF EVERGREEN,EVERGREEN,146 W. FRONT ST.,99991231,49,19320901,47444,49_20100630
35582,NM,7.824053534457261,20100630,93427,108192,ALABAMA,8465.0,COMMUNITY SPIRIT BANK,RED BAY,200 4TH AVE. SW,99991231,50,19080317,99727,50_20100630
35592,NM,10.628919207683744,20100630,152767,178767,ALABAMA,19001.0,BANK OF VERNON,VERNON,44825 HWY. 17,99991231,51,19111111,159766,51_20100630
35594,NM,17.45774159052961,20100630,134311,213212,ALABAMA,37222.0,CITIZENS BANK OF WINFIELD,WINFIELD,108-110 E. 1ST AVE.,99991231,52,19200522,175990,52_20100630
35952,NM,10.357911498699973,20100630,212693,241149,ALABAMA,24978.0,EXCHANGE BANK OF ALABAMA,ALTOONA,SIXTH &BLOUNT ST.,99991231,54,19090310,216171,54_20100630
36502,NM,9.729358255173016,20100630,439643,491831,ALABAMA,47852.0,UNITED BANK,ATMORE,200 E. NASHVILLE AVE.,99991231,58,19040104,443979,58_20100630
36340,NM,15.398105088012256,20100630,140594,167079,ALABAMA,25727.0,CITIZENS BANK,GENEVA,515 COMMERCE ST.,20130101,59,19010101,141352,59_20100630
36750,NM,9.540417914133153,20100630,54650,64798,ALABAMA,6182.0,PEACHTREE BANK,MAPLESVILLE,9411 AL HWY. 22,20140228,68,19190919,58616,68_20100630
36425,NM,13.578777314854179,20100630,50529,58805,ALABAMA,7985.0,PEOPLES EXC BK MONROE CNTY,BEATRICE,1112 MAIN ST.,99991231,70,19070823,50820,70_20100630
35040,SM,13.149649184634606,20100630,133724,156065,ALABAMA,20522.0,CENTRAL STATE BANK,CALERA,11025 HWY 25,99991231,72,19160205,135543,72_20100630
36303,NM,14.703404810642597,20100630,183126,229117,ALABAMA,33688.0,BANKSOUTH,DOTHAN,3251 ROSS CLARK CIRCLE,99991231,77,19280101,195429,77_20100630
71671,SM,14.592499153924255,20100630,105609,130012,ARKANSAS,18972.0,WARREN BANK&TRUST CO,WARREN,201 S. MAIN ST.,99991231,81,19011231,111040,81_20100630
71744,NM,10.02687269062815,20100630,154345,178620,ARKANSAS,17910.0,CALHOUN COUNTY BANK,HAMPTON,302 E MAIN,99991231,88,19071008,160710,88_20100630
72703,NM,10.9633794372397,20100630,525064,653813,ARKANSAS,71680.0,SIGNATURE BANK OF ARKANSAS,FAYETTEVILLE,"3878 N. CROSSOVER RD, # 20",99991231,89,19330818,582133,89_20100630
71655,NM,10.134309323272312,20100630,134520,150548,ARKANSAS,15257.0,COMMERCIAL BANK&TRUST CO,MONTICELLO,212 W. GAINES ST.,99991231,90,19130101,135291,90_20100630
72947,SM,8.945585600820152,20100630,156498,189233,ARKANSAS,16928.0,ALLIED BANK,MULBERRY,311 MAIN ST.,20160923,91,19020304,172305,91_20100630
71661,NM,8.879332896357326,20100630,308720,340217,ARKANSAS,30209.0,DELTA TRUST&BANK,PARKDALE,1853 HWY. 165 S.,20141025,92,19100201,310008,92_20100630
71763,NM,7.881484117804074,20100630,45306,56195,ARKANSAS,4429.0,RIVERSIDE BANK,SPARKMAN,COMMERCE &MAIN ST.,99991231,93,19160101,51766,93_20100630
71671,NM,10.23505114083399,20100630,90888,101680,ARKANSAS,10407.0,FIRST STATE BANK OF WARREN,WARREN,104 S MAIN ST.,99991231,94,18900101,91272,94_20100630
71940,NM,19.881526278611528,20100630,64300,80693,ARKANSAS,16043.0,BANK OF DELIGHT,DELIGHT,503 E ANTIOCH ST,99991231,99,19110616,64650,99_20100630
